//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = Não, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da Estação: 83892990
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
83892990;1;01/01/2006;;1;1;166;2,15;9,83;17;12;1;1;1;;0;7,56;4,2;4,98;5,16;3,45;4,28;3,18;2,95;2,73;2,5;2,38;2,15;2,15;5,25;2,84;2,38;80,4;11,7;5,79;4,35;3,45;14,8;11;45,2;30,9;8,2;7,56;7,24;5,97;5,34;4,73;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83892990;1;01/02/2006;;1;1;16,5;2,61;4,73;5;28;1;1;1;;0;5,88;4,58;3,9;3,45;12,6;5,43;5,25;8,2;4,73;4,5;4,5;4,2;3,3;5,25;6,92;3,98;3,6;6,33;3,83;4,28;4,05;5,07;3,67;3,18;3,3;3,07;2,73;2,61;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;;
83892990;1;01/03/2006;;1;1;3,07;1,52;2,03;29;20;1;1;1;;0;2,38;2,15;2,61;2,84;2,5;2,15;2,02;2,02;1,96;1,96;1,9;1,9;1,9;1,77;1,77;1,71;1,71;1,65;1,65;1,52;1,65;1,77;2,06;1,93;2,09;2,67;1,9;2,15;2,84;2,12;1,68;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83892990;1;01/04/2006;;1;1;2,15;1,1;1,38;10;27;1;1;1;;0;1,74;1,65;1,52;1,58;1,52;1,52;1,47;1,52;1,52;2,06;1,58;1,52;1,39;1,36;1,36;1,26;1,21;1,21;1,21;1,21;1,21;1,29;1,44;1,21;1,26;1,21;1,1;1,1;1,1;1,1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
83892990;2;01/11/1987;;1;1;3,59;;;25;;1;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;2,82;3,59;3,18;2,7;2,58;2,46;2,34;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;;
83892990;2;01/12/1987;;1;1;7,24;1,78;2,98;4;25;1;1;1;;0;2,1;4,46;4,94;7,24;5,68;3,45;2,94;2,94;3,18;2,7;2,34;2,94;2,46;2,1;2,1;3,18;4,32;2,58;2,34;2,22;2,22;2,02;1,94;1,86;1,78;1,78;1,78;1,78;2,02;6,23;2,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83892990;2;01/01/1988;;1;1;11,2;1,38;3,9;10;8;1;1;1;3,04;1;2,02;1,78;1,7;1,7;1,54;3,06;1,62;1,38;1,38;11,2;4,03;2,82;3,06;5,49;5,49;3,59;7,88;8,52;4,75;4,32;4,32;3,3;7,56;4,46;3,88;3,3;3,88;2,82;2,7;2,82;4,46;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83892990;2;01/02/1988;;1;1;12,6;1,54;3,26;1;25;1;1;1;3,04;1;12,6;6,23;4,61;3,88;3,3;3,06;2,94;2,82;3,45;4,17;2,7;3,3;2,46;2,34;2,34;2,58;2,82;2,1;2,94;2,46;1,7;1,78;1,7;1,7;1,54;2,82;3,88;3,88;2,46;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;;
83892990;2;01/03/1988;;1;1;7,88;0,976;2,3;2;27;1;1;1;3,04;1;3,3;7,88;5,49;4,61;4,75;3,3;2,82;2,34;2,22;2,22;2,1;2,58;2,22;1,94;1,78;1,7;1,78;1,62;1,38;1,38;1,25;1,19;1,25;1,14;1,08;1,03;0,976;0,976;1,46;2,1;1,54;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83892990;2;01/04/1988;;1;1;5,68;0,922;1,82;25;6;1;1;1;3,04;1;2,02;1,38;1,08;1,08;0,976;0,922;1,14;2,1;1,25;1,08;0,976;0,976;2,7;2,02;1,3;1,14;1,08;0,976;0,976;1,03;1,14;1,19;2,82;1,54;5,68;4,17;5,12;2,82;2,02;1,78;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
83892990;2;01/05/1988;;1;1;57,2;2,82;6,34;4;16;1;1;1;3,04;1;5,68;5,12;4,17;21,8;6,92;5,12;6,6;9,48;5,86;4,94;4,17;3,88;4,46;3,45;3,06;2,82;4,17;3,18;2,94;2,82;5,31;4,75;18,1;15;9,16;6,92;5,86;5,49;5,12;5,31;4,75;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;
83892990;2;01/06/1988;;1;1;39,2;2,7;5,98;20;17;1;1;1;3,04;1;3,88;3,59;3,45;6,05;4,03;3,59;3,3;3,18;3,3;3,3;3,06;2,94;3,88;4,32;3,06;2,82;2,7;2,82;4,75;39,2;11,2;7,88;6,6;11,7;7,24;6,23;5,86;5,49;5,12;4,75;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
83892990;2;01/07/1988;;1;1;4,46;1,54;2,45;1;27;1;1;1;3,04;1;4,46;4,17;3,88;3,59;3,3;3,18;3,3;3,06;2,82;2,82;2,7;2,7;2,34;2,34;2,22;2,1;2,1;2,1;2,1;2,02;1,94;1,94;1,94;1,78;1,62;1,62;1,54;1,62;1,62;1,54;1,54;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83892990;2;01/08/1988;;1;1;1,54;0,922;1,19;1;31;1;1;1;3,04;1;1,54;1,46;1,38;1,3;1,3;1,3;1,3;1,3;1,25;1,14;1,08;1,08;1,19;1,3;1,25;1,25;1,19;1,3;1,46;1,25;1,19;1,14;1,08;1,03;0,976;0,976;0,976;0,976;1,08;0,976;0,922;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83892990;2;01/09/1988;;1;1;40,4;0,76;2,86;22;10;1;1;1;3,04;1;0,922;0,976;0,868;0,868;0,922;0,868;0,868;0,814;0,814;0,76;0,76;0,76;0,76;5,12;1,54;1,03;1,62;2,34;1,54;2,02;4;18;9,16;6,23;4,61;4,03;3,45;4,17;3,18;2,82;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;;
83892990;2;01/10/1988;;1;1;8,2;1,86;3,37;4;17;1;1;1;3,04;1;2,58;4,61;6,42;8,2;4,75;3,88;3,3;3,06;2,82;2,82;2,58;2,58;2,94;2,58;2,1;1,94;1,86;1,86;3,45;2,82;2,46;1,86;3,45;2,46;5,31;6,92;4,03;3,18;2,82;2,58;2,34;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83892990;2;01/11/1988;;1;1;5,86;1,03;1,71;12;25;1;1;1;3,04;1;2,34;2,02;1,86;1,78;1,7;1,62;1,62;1,46;1,38;1,78;1,62;3,3;3,3;1,94;1,54;1,46;1,38;1,3;1,25;1,38;1,25;3,06;1,3;1,08;1,03;1,08;1,98;1,7;1,54;1,14;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;;
83892990;2;01/12/1988;;1;1;3,18;0,76;1,32;29;18;1;1;1;3,04;1;1,14;1,19;2,94;1,38;1,19;1,08;0,976;0,868;0,868;1,03;1,03;0,868;1,46;2,02;1,19;0,976;0,868;0,76;0,76;0,814;0,76;0,76;0,76;1,14;2,46;1,3;1,03;1,25;3,18;2,94;1,78;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83892990;2;01/01/1989;;1;1;101;1,38;15,8;28;2;1;1;1;6,93;1;1,7;1,38;1,38;2,02;16;32,5;8,84;18,5;15,5;10,7;6,6;5,68;8,84;9,48;7,88;11,7;7,24;6,05;4,61;4,17;3,88;3,59;3,45;4,03;9;22,5;51,5;101;48,5;25,5;37;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;2;
83892990;2;01/02/1989;;1;1;77,6;3,88;10,5;1;12;1;1;1;6,93;1;33,6;25,5;16;12,2;9,48;8,2;6,92;6,23;5,49;4,75;4,46;4,17;4,32;7,24;5,12;4,94;5,49;4,17;8,84;6,23;7,24;6,6;15,9;16;22,5;10,7;8,52;23,3;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;0;0;;
83892990;2;01/03/1989;;1;1;24;3,88;6,67;4;25;1;1;1;6,93;1;17;11,7;8,84;18;9,8;8,84;9,8;7,88;6,6;6,05;5,49;5,12;4,75;4,94;7,56;5,12;4,46;4,32;3,88;6,05;4,94;5,12;4,32;3,88;3,59;6,41;6,05;4,46;4,03;3,74;4,03;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;
83892990;2;01/04/1989;;1;1;22,5;2,82;5,59;2;24;1;1;1;6,93;1;11,2;17,5;8,84;6,42;5,86;14;8,2;6,92;6,23;5,68;5,49;5,68;4,75;4,46;4,17;3,88;3,88;3,88;3,59;3,3;3,06;3,06;3,06;2,94;2,94;2,94;4,17;2,82;4,46;4,32;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
83892990;2;01/05/1989;;1;1;120;2,94;13,1;6;30;1;1;1;6,93;1;12,8;16;22,5;42,8;65,5;71;32,5;18,5;14;11,7;9,16;7,88;7,24;6,6;6,05;5,68;5,12;4,94;4,61;4,46;4,17;3,88;3,88;3,88;3,59;3,45;3,3;3,18;3,06;2,94;2,94;2;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83892990;2;01/06/1989;;1;1;3,06;1,54;2,18;16;30;1;1;1;6,93;1;2,7;2,7;2,82;2,58;2,46;2,34;2,7;2,82;2,34;2,22;2,1;2,02;2,02;1,94;1,94;2,94;2,1;2,02;1,94;1,86;1,78;1,78;1,78;1,94;2,82;2,02;1,78;1,78;1,7;1,54;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
83892990;2;01/07/1989;;1;1;16,5;1,19;2,29;28;18;1;1;1;6,93;1;1,54;1,94;4,61;2,22;1,94;1,7;1,62;1,54;1,46;1,38;1,46;1,46;1,38;1,38;1,3;1,3;1,25;1,19;1,25;1,19;1,19;1,19;1,19;1,19;1,3;3,88;3,18;10,7;3,88;6,42;3,74;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83892990;2;01/08/1989;;1;1;38;1,3;2,8;27;17;1;1;1;6,93;1;2,7;2,46;2,22;2,02;2,46;1,94;1,7;1,7;1,78;1,78;1,7;1,54;1,46;1,46;1,38;1,38;1,3;1,3;1,3;1,3;1,86;2,34;5,86;2,82;5,7;5,49;9,16;5,86;4,46;4,17;4,17;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;
83892990;2;01/09/1989;;1;1;105;2,58;15;12;5;1;1;1;6,93;1;4,61;3,45;3,06;2,82;2,7;2,94;16,5;9,48;25,5;12,2;19,1;83;52,4;60,8;32,5;18,5;13,1;9,8;8,2;6,92;6,6;5,86;7,24;10,7;6,05;4,94;4,75;4,46;5,86;4,46;;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
83892990;2;01/10/1989;;1;1;6,92;1,7;2,94;3;31;1;1;1;6,93;1;4,17;3,88;5,12;4,75;3,88;3,59;3,45;3,3;3,3;3,3;3,3;3,3;2,94;2,94;2,82;2,7;4,03;2,58;2,34;2,34;2,34;2,1;2,1;1,94;1,94;2,58;2,58;2,1;1,94;1,78;1,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83892990;2;01/11/1989;;1;1;6,05;1,08;1,94;21;20;1;1;1;6,93;1;1,62;1,54;1,46;1,62;1,46;1,3;1,3;1,3;1,3;1,62;1,46;4,17;2,22;1,54;1,7;1,38;1,25;1,19;1,14;1,08;4,75;1,94;1,78;3,45;2,22;1,54;1,3;2,02;4,61;3,06;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
83892990;2;01/12/1989;;1;1;74;1,25;4,33;29;7;1;1;1;6,93;1;2,34;2,1;2,22;1,86;1,62;1,38;1,25;1,25;1,25;4,46;4,32;2,7;2,22;1,94;1,86;1,62;1,62;7,88;3,45;2,46;2,02;1,86;1,62;1,54;1,46;1,54;1,86;3,18;44;9,16;16,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;
83892990;2;01/01/1990;;1;1;75,8;5,49;20,1;12;31;1;1;1;10,8;1;14;48,8;21,8;13,6;9,48;9,48;12,6;10,3;8,84;7,24;11,2;56;21,8;29,1;31,4;17;31,4;17,5;50;24,8;39,2;34,7;24,8;16;15;11,2;9,48;8,2;6,23;5,86;5,49;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83892990;2;01/02/1990;;1;1;14,5;3,06;5,78;25;9;1;1;1;10,8;1;5,68;4,61;4,32;4,17;3,88;3,59;3,3;3,18;3,06;7,24;4,75;5,68;7,56;5,49;8,52;8,84;5,49;4,75;4,17;3,74;3,74;6,05;8,84;6,23;11,7;10,7;6,6;5,86;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;;
83892990;2;01/03/1990;;1;1;24;2,94;5,53;31;13;1;1;1;10,8;1;5,12;4,75;4,32;4,32;4,46;6,05;4,17;3,74;3,3;3,3;3,3;3,06;2,94;4,32;14,5;11,7;8,52;5,68;4,75;4,32;4,03;3,88;6,05;7,88;5,12;4,17;5,49;3,88;4,17;7,88;12,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83892990;2;01/04/1990;;1;1;14;2,82;5,28;8;27;1;1;1;10,8;1;8,52;6,42;6,92;5,49;5,49;6,6;5,31;11,7;7,88;6,42;5,86;5,49;4,94;4,61;4,32;4,17;3,88;3,88;3,3;3,18;3,59;3,3;3,3;2,94;4,61;3,06;4,17;5,68;8,52;4,75;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
83892990;2;01/05/1990;;1;1;105;1,62;5,09;30;23;1;1;1;10,8;1;4,03;3,45;3,3;3,06;2,94;2,82;2,82;2,7;2,58;2,46;2,46;2,34;2,22;2,1;2,1;2,02;3,06;2,94;2,22;2,02;1,94;1,78;1,62;1,62;1,62;1,62;1,62;1,7;11,7;66,8;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;
83892990;2;01/06/1990;;1;1;134;4,03;13,4;6;30;1;1;1;10,8;1;32,5;15;23,3;15;50,5;75,8;30,3;17;15,5;10,7;8,52;7,88;6,6;8,2;7,24;6,05;5,49;5,12;4,75;4,75;8,52;5,68;4,94;4,61;4,61;5,68;4,46;4,17;4,17;4,03;;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
